id,name,speciality,address,city,state,zip,lat,lng
5395,ADVOCATE TRINITY HOSPITAL,X,1931 Beauvoir Lake Drive,Montgomery,AL,36117,32.354542,-86.193607
5396,BELLEVUE MEDICAL CENTER,S,28 Garden Drive,Manchester,CT,06040,41.7691683,-72.5222209
5397,HANOVER HOSPITAL,G,174 Village Lake Drive,Pooler,GA,31322,32.137225,-81.261607
5398,HOMESTEAD HOSPITAL,K,900 Dupont Road,Louisville,KY,40207,38.2348615,-85.6398973
5399,FAIRVIEW RIDGES HOSPITAL,M,134 Butternut Road,Manchester,CT,06040,41.771735,-72.48763
5400,GRANT MEMORIAL HOSPITAL,Q,161 Creek Road,Middlebury,VT,05753,44.0025571,-73.16035579999999
5401,SHOALS HOSPITAL,A,168 Partridge Hill Road,Charlton,MA,01507,42.1074662,-71.9277077
5402,COVENANT HOSPITAL PLAINVIEW,C,1403 Lincoln Street,Savannah,GA,31401,32.0613716,-81.09482249999999
5403,PARKVIEW ADVENTIST MEDICAL CENTER,P,5039 North 57th Avenue,Glendale,AZ,85301,33.5105588,-112.181081
5404,COMMUNITY HOSPITAL OF LONG BEACH,J,702 East 53rd Street,Savannah,GA,31405,32.041351,-81.089801
5405,FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE,H,242 North Ash Street,Fruita,CO,81521,39.161544,-108.725378
5406,MIDDLESBORO APPALACHIAN REGIONAL HEALTHCARE HOSPIT,C,711 Tatem Street,Savannah,GA,31405,32.035775,-81.125465
5407,CHINESE HOSPITAL,Y,8848 North New World Drive,Glendale,AZ,85302,33.566261,-112.168709
5408,MADELIA COMMUNITY HOSPITAL,W,6276 Devinney Circle,Arvada,CO,80004,39.80981,-105.156147
5409,PARKVIEW REGIONAL HOSPITAL,Z,614 East Duffy Lane,Savannah,GA,31401,32.0617289,-81.09023880000001
5410,WILKES BARRE VA MEDICAL CENTER,O,12 Winter Street,Manchester,CT,06040,41.773192,-72.525779
5411,KATHERINE SHAW BETHEA HOSPITAL,M,233 Ingraham Street Northwest,Washington,DC,20011,38.954755,-77.014912
5412,SETON EDGAR B DAVIS HOSPITAL,B,5209 North Dewey Avenue,Oklahoma City,OK,73118,35.5236238,-97.5221829
5413,MCGEHEE HOSPITAL,R,5005 North Miller Avenue,Oklahoma City,OK,73112,35.5213931,-97.56191270000001
5414,SURGICAL SPECIALTY CENTER AT COORDINATED HEALTH,F,2617 Truffula Circle,Norman,OK,73069,35.2505473,-97.4527748
5415,HOWARD COUNTY MEDICAL CENTER,G,634 Chautauqua Avenue,Norman,OK,73069,35.2098299,-97.450526
5416,MAYO CLINIC,W,4408 Northwest 55th Street,Oklahoma City,OK,73112,35.526527,-97.59923599999999
5417,WESLEY MEDICAL CENTER,H,112 Walnut Street,Reading,MA,01867,42.5079719,-71.1110286
5418,LONG ISLAND COLLEGE HOSPITAL,O,7681 Delridge Circle,Anchorage,AK,99507,61.151279,-149.827217
5419,ST VINCENT MERCY HOSPITAL,D,7202 Jump Street,Youngstown,FL,32466,30.279755,-85.520225
5420,TRUMBULL MEMORIAL HOSPITAL,Z,5302 1st Street Northwest,Washington,DC,20011,38.9547655,-77.0118986
5421,ATMORE COMMUNITY HOSPITAL,M,618 Ava Circle Northeast,Washington,DC,20017,38.949649,-76.997648
5422,TOLEDO HOSPITAL THE,J,7573 National Drive,Livermore,CA,94550,37.70168,-121.701526
5423,METHODIST HEALTHCARE MEMPHIS HOSPITALS,U,903 East 20th Avenue,Anchorage,AK,99501,61.20205009999999,-149.8649062
5424,ST MARTIN HOSPITAL,J,1207 Branch Lane,Glen Burnie,MD,21061,39.18226900000001,-76.617914
5425,WEBSTER COUNTY COMMUNITY HOSPITAL,W,716 Waller Road,Brentwood,TN,37027,35.998892,-86.696529
5426,ADVOCATE GOOD SHEPHERD HOSPITAL,L,621 Northwest 94th Street,Oklahoma City,OK,73114,35.5670088,-97.5246341
5427,THREE RIVERS COMMUNITY HOSPITAL,P,1123 Ardee Avenue,Nashville,TN,37216,36.219121,-86.725616
5428,MOUNTAIN HOME VA MEDICAL CENTER,Z,565 North Lakeshore Drive,Panama City Beach,FL,32413,30.246868,-85.918511
5429,JACOBSON MEMORIAL HOSPITAL & CARE CENTER,Y,314 Mesa Street,Wheatland,CA,95692,39.012762,-121.424206
5430,NORTH VALLEY HOSPITAL,C,327 Idlewylde Drive,Louisville,KY,40206,38.260003,-85.70065199999999
5431,KOOTENAI MEDICAL CENTER,E,7703 Aragorn Court,Hanover,MD,21076,39.145016,-76.713634
5432,PEACE RIVER REGIONAL MEDICAL CENTER,H,606 Spence Enclave Way,Nashville,TN,37210,36.1534208,-86.7201705
5433,AVERA MARSHALL REGIONAL MEDICAL CTR,T,509 Franklin Street Northeast,Washington,DC,20017,38.9255849,-76.9990895
5434,CHILDRENS HOSPITAL COLORADO,B,711 Tashanna Lane,Southport,FL,32409,30.41437699999999,-85.676568
5435,CHERRY COUNTY HOSPITAL,L,3142 West Finger Road,Fayetteville,AR,72701,36.042837,-94.205309
5436,EAST CARROLL PARISH HOSPITAL,Q,53 Great Woods Road,Saugus,MA,01906,42.4876509,-71.0107549
5437,KAISER FOUNDATION HOSPITAL - LOS ANGELES,D,4900 Cambridge Way,Anchorage,AK,99503,61.175974,-149.904861
5438,RUSSELL HOSPITAL,I,817 Nevada Drive Northeast,Palm Bay,FL,32907,28.018582,-80.64569399999999
5439,CAPITAL REGION MEDICAL CENTER,B,1320 Dunbarton Road,Montgomery,AL,36117,32.401737,-86.19376799999999
5440,YADKIN VALLEY COMMUNITY HOSPITAL,Z,1010 M Street Northwest,Washington,DC,20001,38.9054822,-77.0265494
5441,WEST HILLS HOSPITAL & MEDICAL CENTER,V,2032 Gorgas Street,Montgomery,AL,36106,32.357466,-86.27658699999999
5442,COAST PLAZA HOSPITAL,P,12 Saint Andrews Crossover,Severna Park,MD,21146,39.086046,-76.593603
5443,BLOOMSBURG HOSPITAL,Y,1433 Bretton View Road,Annapolis,MD,21409,39.026117,-76.471535
5444,ALAMEDA COUNTY MEDICAL CENTER,M,4430 Davenport Street Northwest,Washington,DC,20016,38.951789,-77.08766399999999
5445,CLARINDA REGIONAL HEALTH CENTER,F,715 36.1 Road,Palisade,CO,81526,39.108376,-108.383924
5446,SAINT CATHERINE REGIONAL HOSPITAL,E,5264 Shafter Avenue,Oakland,CA,94618,37.839058,-122.256035
5447,POUDRE VALLEY HOSPITAL,E,2220 Kirk Avenue,Nashville,TN,37218,36.1977839,-86.825611
5448,WILLIAM N WISHARD MEMORIAL HOSPITAL,Z,2222 Martin Luther King Junior Boulevard,Fayetteville,AR,72701,36.0554972,-94.1910602
5449,OUR LADY OF THE RESURRECTION MED CTR,U,29076 Little Big Horn Drive,Evergreen,CO,80439,39.562419,-105.319477
5450,ST LUKE'S THE WOODLANDS HOSPITAL,X,1106 Commanders Way South,Annapolis,MD,21409,39.033352,-76.447767
5451,EMORY UNIVERSITY HOSPITAL MIDTOWN,A,1536 Rachaels Ridge,Nashville,TN,37076,36.18696300000001,-86.5912759
5452,CARROLL HOSPITAL CENTER,X,449 Saratoga Lane,Montgomery,AL,36117,32.3749619,-86.19708399999999
5453,CHESTER REGIONAL MEDICAL CENTER,A,846 Allen Road,Nashville,TN,37214,36.150104,-86.65712099999999
5454,SARASOTA MEMORIAL HOSPITAL,R,7416 West Maryland Avenue,Glendale,AZ,85303,33.5309979,-112.218947
5455,SAINT MARY'S HEALTH CARE,K,1809 U.S. 80,Savannah,GA,31408,32.0847824,-81.16739679999999
5456,HOUSTON NORTHWEST MEDICAL CENTER,B,6293 Braun Circle,Arvada,CO,80004,39.810651,-105.148613
5457,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,W,13525 West Stella Lane,Litchfield Park,AZ,85340,33.528206,-112.350848
5458,ABROM KAPLAN MEMORIAL HOSPITAL,X,72 Salmon Road,Alameda,CA,94502,37.739659,-122.255689
5459,OGALLALA COMMUNITY HOSPITAL,D,424 North Powderhorn Drive,Fayetteville,AR,72704,36.07001899999999,-94.2141089
5460,BENEFIS HOSPITALS INC,I,304 Wilmington Island Road,Savannah,GA,31410,32.006931,-80.99043999999999
5461,NORTH OKALOOSA MEDICAL CENTER,H,5581 Nolan Street,Arvada,CO,80002,39.7962192,-105.0704299
5462,PROVIDENCE ALASKA MEDICAL CENTER,K,3819 Dartmouth Avenue,Nashville,TN,37215,36.115305,-86.839287
5463,CHARITY HOSPITAL & MEDICAL CENTER OF LOUISIANA AT,G,607 North 46th Avenue,Fayetteville,AR,72704,36.0741371,-94.22645829999999
5464,LANDMANN-JUNGMAN MEMORIAL HOSPITAL - CAH,G,42 West Louise Street,Fayetteville,AR,72701,36.071993,-94.16028399999999
5465,NEWTON MEDICAL CENTER,T,640 Hilliard Street,Manchester,CT,06042,41.7845772,-72.5510725
5466,BIBB MEDICAL CENTER,C,239 Eastern Avenue,Fayetteville,AR,72701,36.0605438,-94.18373079999999
5467,ATOKA COUNTY MEDICAL CENTER,K,831 West Center Street,Fayetteville,AR,72701,36.0636036,-94.1719205
5468,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,L,714 East 33rd Street,Savannah,GA,31401,32.057619,-81.087919
5469,NEW YORK WESTCHESTER SQUARE MEDICAL CENTER,C,1745 T Street Southeast,Washington,DC,20020,38.867033,-76.979235
5470,BRONX VA MEDICAL CENTER,N,2905 Stonebridge Court,Norman,OK,73071,35.183319,-97.40210499999999
5471,WASHINGTON COUNTY MEMORIAL HOSPITAL,D,95 Briarwood Drive,Manchester,CT,06040,41.745751,-72.542544
5472,NEW YORK DOWNTOWN HOSPITAL,T,233 Buckland Hills Drive,Manchester,CT,06042,41.8100683,-72.5453665
5473,CAMBRIDGE MEDICAL CENTER,A,8915 Shevie Drive,Louisville,KY,40272,38.1254107,-85.84821219999999
5474,SOUTHERN OCEAN MEDICAL CENTER,L,1106 Mission Drive,Antioch,CA,94509,37.9930596,-121.8244023
5475,SANFORD MEDICAL CENTER FARGO,L,14006 Coffee Bluff Road,Savannah,GA,31419,31.951424,-81.146176
5476,BAPTIST MEDICAL CENTER-LEAKE,J,809 Blue Ridge Drive,Edmond,OK,73003,35.663417,-97.5093
5477,CASS MEDICAL CENTER,Y,422 C Street Northeast,Washington,DC,20002,38.8942029,-76.99988809999999
5478,SETON MEDICAL CENTER,S,30544 Whitmore Road,Whitmore,CA,96096,40.629069,-121.91378
5479,FRANK R HOWARD MEMORIAL HOSPITAL,U,110 Seaton Place Northwest,Washington,DC,20001,38.9146701,-77.01264680000001
5480,MAYO CLINIC HEALTH SYSTEM - ST JAMES,W,28 Garden Drive,Manchester,CT,06040,41.7691683,-72.5222209
5481,TISHOMINGO HEALTH SERVICES INC,V,3704 Hughes Road,Louisville,KY,40207,38.240687,-85.649204
5482,COVINGTON COUNTY HOSPITAL CAH,O,7529 Perryman Court,,MD,21226,39.173785,-76.548604
5483,MISSION COMMUNITY HOSPITAL - PANORAMA,J,88 Florence Street,New Bedford,MA,02740,41.635666,-70.9444673
5484,ST CHARLES MEDICAL CENTER - BEND,N,35 Pilgrim Lane,Manchester,CT,06040,41.772138,-72.498806
5485,MAYO CLINIC HOSPITAL,C,9428 North 65th Drive,Glendale,AZ,85302,33.571222,-112.20045
5486,CALVERT MEMORIAL HOSPITAL,W,3 Emery Hill Drive,Dummerston,VT,05301,42.957065,-72.587507
5487,GOOD SAMARITAN MEDICAL CENTER,K,7 Rose Dhu Lane,Savannah,GA,31419,31.940738,-81.149682
5488,METHODIST HEALTHCARE MEMPHIS HOSPITALS,M,1879 South Cherry Hills Drive,Fayetteville,AR,72701,36.042359,-94.10679999999999
5489,ST JOSEPHS MED CENTER OF STOCKTON,G,2306 Edinburgh Drive,Montgomery,AL,36116,32.331505,-86.205168
5490,MERCY MEDICAL CENTER MT SHASTA,C,368 Winthrop Court,Montgomery,AL,36104,32.354104,-86.300783
5491,KAISER FOUNDATION HOSPITAL,X,5936 North 80th Drive,Glendale,AZ,85303,33.5223996,-112.2322894
5492,SPARTANBURG REGIONAL MEDICAL CENTER,J,119 Matthew Lane,Nashville,TN,37215,36.11663619999999,-86.80955829999999
5493,DOCTORS HOSPITAL AT RENAISSANCE,O,3821 Southwest 25th Street,Oklahoma City,OK,73108,35.4400509,-97.58666900000001
5494,MERCY HOSPITAL,S,906 West Berry Street,Fayetteville,AR,72701,36.0760793,-94.1723526
5495,KAISER FOUNDATION HOSPITAL - WALNUT CREEK,P,7034 West John Garrison Road,Fayetteville,AR,72704,36.107097,-94.2619139
5496,MISSOURI BAPTIST MEDICAL CENTER,I,11150 Sun Valley Drive,Oakland,CA,94605,37.752039,-122.11822
5497,ILLINOIS VALLEY COMMUNITY HOSPITAL,A,7529 West 72nd Avenue,Arvada,CO,80003,39.8276128,-105.0799305
5498,MT GRAHAM REGIONAL MEDICAL CENTER,X,2708 Mabel Street,Berkeley,CA,94702,37.857695,-122.284908
5499,MINISTRY SAINT JOSEPH'S HOSPITAL,U,145 Saint John Street,Manchester,CT,06040,41.7761106,-72.541949
5500,SCRIPPS MERCY HOSPITAL,A,13 Riverview Avenue,Groton,CT,06340,41.36573,-72.076115
5501,NORTH ADAMS REGIONAL HOSPITAL,H,7416 West Maryland Avenue,Glendale,AZ,85303,33.5309979,-112.218947
5502,EDGEFIELD COUNTY HOSPITAL,U,6342 Kendall Street,Arvada,CO,80003,39.811755,-105.0660879
5503,CROOK COUNTY MEDICAL SERVICES DISTRCT,E,77 Shadow Brook Estates,South Hadley,MA,01075,42.2215649,-72.57858360000002
5504,CONWAY MEDICAL CENTER,A,208 Southeast 19th Street,Oklahoma City,OK,73129,35.445591,-97.508117
5505,SUTTER ROSEVILLE MEDICAL CENTER,K,2185 Howe Pond Road,Readsboro,VT,05350,42.79544250000001,-72.9843099
5506,BLOUNT MEMORIAL HOSPITAL,F,24 Norman Street,Salem,MA,01970,42.520197,-70.896807
5507,BATH VA MEDICAL CENTER,Y,4907 Roger Drive,Anchorage,AK,99507,61.17564799999999,-149.839627
5508,BAYLOR MEDICAL CENTER AT GARLAND,W,1734 Corcoran Street Northwest,Washington,DC,20009,38.911684,-77.03983699999999
5509,SETON SMITHVILLE REGIONAL HOSPITAL,N,9716 South Silver Lake Road,Fountain,FL,32438,30.486086,-85.47367190000001
5510,ARIA HEALTH,C,817 25th Street Northwest,Washington,DC,20037,38.900077,-77.053066
5511,MESCALERO PHS INDIAN HOSPITAL,J,35805 Alcazar Court,Fremont,CA,94536,37.563275,-122.026806
5512,DRISCOLL CHILDRENS HOSPITAL,O,16303 Mateo Street,San Leandro,CA,94578,37.697031,-122.11392
5513,ANNE BATES LEACH EYE HOSPITAL,X,8216 West Citrus Way,Glendale,AZ,85303,33.529299,-112.236591
5514,LEHIGH VALLEY HOSPITAL - MUHLENBERG,Y,1713 Apian Way,Edmond,OK,73003,35.6726548,-97.4957472
5515,MERCY MEDICAL CENTER-NEW HAMPTON,X,1838 North Scull Creek Drive,Fayetteville,AR,72703,36.0869939,-94.16856829999999
5516,MEMORIAL HOSPITAL OF STILWELL,E,7701 Southwest 104th Street,Oklahoma City,OK,73169,35.3641983,-97.6475346
5517,GULF BREEZE HOSPITAL,C,427 Gulf View Drive,Panama City Beach,FL,32413,30.2642309,-85.9666543
5518,THE MCDOWELL HOSPITAL,T,8101 Vaughn Road,Montgomery,AL,36117,32.3409202,-86.17272229999999
5519,WENTWORTH-DOUGLASS HOSPITAL,J,460 Woodbridge Street,Manchester,CT,06042,41.7901797,-72.5061049
5520,SAC-OSAGE HOSPITAL,G,7010 Fulton Court,Montgomery,AL,36117,32.3419832,-86.1700772
5521,COPLEY MEMORIAL HOSPITAL,Z,21007 North 53rd Avenue,Glendale,AZ,85308,33.67628000000001,-112.174746
5522,ALHAMBRA HOSPITAL MEDICAL CENTER,H,32532 Jean Drive,Union City,CA,94587,37.5752359,-122.07283
5523,ATOKA COUNTY MEDICAL CENTER,F,2036 Gorgas Street,Montgomery,AL,36106,32.357301,-86.276583
5524,PIONEER COMMUNITY HOSPITAL OF STOKES,J,555 North Dupont Avenue,Nashville,TN,37115,36.268033,-86.6999979
5525,MERCY HOSPITAL,E,38 Bruce Road,Manchester,CT,06040,41.7540679,-72.526937
5526,ROSEBUD HEALTH CARE CENTER,H,5644 Kipling Parkway,Arvada,CO,80002,39.7989502,-105.1101977
5527,ST MARY MEDICAL CENTER INC,F,910 Arlington Terrace,Fayetteville,AR,72701,36.077652,-94.14529000000002
5528,WYANDOT MEMORIAL HOSPITAL,O,14358 West 88th Place,Arvada,CO,80005,39.8568436,-105.161713
5529,NORTH MEMORIAL MEDICAL CENTER,E,584 Westford Street,Lowell,MA,01851,42.6337599,-71.33707030000001
5530,HELEN NEWBERRY JOY HOSPITAL,W,2313 Vegas Avenue,Castro Valley,CA,94546,37.689189,-122.076775
5531,MUSKOGEE COMMUNITY HOSPITAL,D,204 Blue Hills Drive,Nashville,TN,37214,36.166786,-86.68691199999999
5532,BERGER HOSPITAL,V,180 Intervale Avenue,Burlington,VT,05401,44.489187,-73.209839
5533,OLMSTED MEDICAL CENTER,K,7 River Otter Lane,Savannah,GA,31411,31.938468,-81.06171499999999
5534,UNIVERSITY OF TOLEDO MEDICAL CENTER,J,5906 Milton Avenue,Deale,MD,20751,38.784451,-76.54125499999999
5535,BARTON COUNTY MEMORIAL HOSPITAL,M,4537 Tanglewood Trail,Boulder,CO,80301,40.057792,-105.180916
5536,THE CENTER FOR SPINAL SURGERY,J,2276 West Woodley Square,Montgomery,AL,36116,32.3256494,-86.2702235
5537,SANTA FE PHS INDIAN HOSPITAL,L,1334 East 14th Avenue,Anchorage,AK,99501,61.208547,-149.857294
5538,TUBA CITY REGIONAL HEALTH CARE CORPORATION,A,150 Carter Street,Manchester,CT,06040,41.76556000000001,-72.473091
5539,CARE REGIONAL MEDICAL CENTER,C,992 Sherwood Forest Road,Annapolis,MD,21401,39.01615,-76.56639
5540,KENNEDY UNIVERSITY HOSPITAL - STRATFORD DIV,A,114 Middle Road,,VT,05488,44.910387,-73.1406389
5541,THREE RIVERS COMMUNITY HOSPITAL,W,7502 Kingman Street,Panama City Beach,FL,32408,30.18001499999999,-85.7654359
5542,ST JOSEPH HEALTH SERVICES OF RI,R,195 Kennedy Road,Manchester,CT,06042,41.804833,-72.49600800000002
5543,LOS ANGELES METROPOLITAN MEDICAL CTR,R,7192 West Topeka Drive,Glendale,AZ,85308,33.6583238,-112.2149837
5544,SAINT MARY'S REGIONAL MEDICAL CENTER,G,7101 West Beardsley Road,Glendale,AZ,85308,33.6661742,-112.2118385
5545,TALLAHASSEE MEMORIAL HEALTHCARE,X,8474 Chase Drive,Arvada,CO,80003,39.8522641,-105.0715699
5546,SHANDS LIVE OAK REGIONAL MEDICAL CENTER,Y,3386 Sudlersville South,Laurel,MD,20724,39.089731,-76.81937599999999
5547,PECONIC BAY MEDICAL CENTER,J,31770 Alvarado Boulevard,Union City,CA,94587,37.5927298,-122.071967
5548,BATH COUNTY COMMUNITY HOSPITAL,J,1243 Doris Avenue,Pasadena,MD,21122,39.109591,-76.486294
5549,VA MONTANA HEALTHCARE SYSTEM,Z,68 Route 66,,VT,05149,43.399335,-72.727942
5550,EASTERN STATE HOSPITAL,G,1513 Cathy Street,Savannah,GA,31415,32.067416,-81.125331
5551,HUNT REGIONAL MEDICAL CENTER,F,826 Webster Street,Hayward,CA,94544,37.6410274,-122.0560558
5552,GLENBEIGH,Z,6851 Howard Avenue,Anchorage,AK,99504,61.21578,-149.752343
5553,ST JOSEPH'S MEDICAL CENTER,J,3147 West Old Farmington Road,Fayetteville,AR,72704,36.0531475,-94.2055113
5554,MEMORIAL HOSPITAL,L,7800 River Mist Avenue,Bakersfield,CA,93313,35.308551,-119.088746
5555,HARDIN MEMORIAL HOSPITAL,W,6718 Keithley Road,Panama City,FL,32404,30.2843982,-85.5390632
5556,SHERIDAN VA MEDICAL CENTER,D,631 North Eastern Boulevard,Montgomery,AL,36117,32.4008301,-86.21373799999999
5557,H C WATKINS MEMORIAL HOSPITAL INC,T,6208 Ingalls Street,Arvada,CO,80003,39.810149,-105.063267
5558,FHN MEMORIAL HOSPITAL,H,3526 Sutton Loop,Fremont,CA,94536,37.5583435,-121.9995133
5559,ST VINCENT'S EAST,Q,623 Rhode Island Avenue Northwest,Washington,DC,20001,38.9126105,-77.0208925
5560,ST VINCENT HEART CENTER OF INDIANA LLC,H,2849 Leawood Drive,Anchorage,AK,99502,61.135811,-149.931734
5561,STAMFORD HOSPITAL,N,6988 West Blackhawk Drive,Glendale,AZ,85308,33.670212,-112.209489
5562,MEMORIAL HOSPITAL OF CARBON COUNTY,Y,501 Running Creek Place,Louisville,KY,40243,38.234585,-85.536647
5563,HEGG MEMORIAL HEALTH CENTER,Z,4700 10th Street Northeast,Washington,DC,20017,38.946402,-76.99293999999999
5564,VALLEY HOSPITAL,R,23 Columbia Drive,Manchester,CT,06042,41.808424,-72.481477
5565,FAULKNER HOSPITAL,B,1606 Aaron Street,Montgomery,AL,36104,32.357927,-86.31563190000001
5566,KAISER FOUNDATION HOSPITAL-SANTA ROSA,S,700 Winston Place,Anchorage,AK,99504,61.215882,-149.737337
5567,WALKER BAPTIST MEDICAL CENTER,A,3824 Rosewood Court,Midwest City,OK,73110,35.4798788,-97.39408019999999
5568,JOHN C LINCOLN DEER VALLEY HOSPITAL,J,18789 Crane Avenue,Castro Valley,CA,94546,37.70902600000001,-122.059504
5569,SARTORI MEMORIAL HOSPITAL,O,1821 Catalpa Way,Hayward,CA,94545,37.622266,-122.081085
5570,BAY PARK COMMUNITY HOSPITAL,P,424 Callan Avenue,San Leandro,CA,94577,37.72780789999999,-122.152331
5571,SAMARITAN LEBANON COMMUNITY HOSPITAL,K,565 North Lakeshore Drive,Panama City Beach,FL,32413,30.246868,-85.918511
5572,WILLIAM BEAUMONT HOSPITAL-TROY,K,5038 North Cimarron Drive,Beverly Hills,FL,34465,28.935938,-82.527367
5573,INDIANA HEART HOSPITAL THE,E,5650 West 60th Avenue,Arvada,CO,80003,39.804868,-105.058319
5574,SOUTH TEXAS SURGICAL HOSPITAL,P,7101 West Beardsley Road,Glendale,AZ,85308,33.6661742,-112.2118385
5575,CAYUGA MEDICAL CENTER AT ITHACA,G,6870 West 52nd Avenue,Arvada,CO,80002,39.7897632,-105.0732232
5576,LITTLE COMPANY OF MARY HOSPITAL,W,4075 North Cadillac Drive,Fayetteville,AR,72703,36.125095,-94.1390378
5577,BATES COUNTY MEMORIAL HOSPITAL,L,7998 Chase Circle,Arvada,CO,80003,39.841232,-105.057933
5578,HARDIN MEDICAL CENTER,Y,2504 Longest Avenue,Louisville,KY,40204,38.239449,-85.7079849
5579,REDLANDS COMMUNITY HOSPITAL,I,700 Winston Place,Anchorage,AK,99504,61.215882,-149.737337
5580,EVANS MEMORIAL HOSPITAL,D,185 Woodlawn Road,Burlington,VT,05408,44.507765,-73.256024
5581,SACRED HEART HSPTL,G,461 Alder Street,Eureka,CA,95503,40.76621,-124.164174
5582,HOSPITAL SAN CARLOS BORROMEO,H,4316 Sunnybrook Drive,Montgomery,AL,36108,32.316971,-86.37054599999999
5583,WEIRTON MEDICAL CENTER,D,102 East Cydnee Street,Fayetteville,AR,72703,36.10683,-94.155547
5584,GALESBURG COTTAGE HOSPITAL,E,1907 18th Avenue South,Nashville,TN,37212,36.134703,-86.79737700000001
5585,WESTLAKE REGIONAL HOSPITAL,T,5650 West 60th Avenue,Arvada,CO,80003,39.804868,-105.058319
5586,PROVIDENCE NEWBERG MEDICAL CENTER,Q,19803 North Mitkof Loop,Anchorage,AK,99577,61.304979,-149.512295
5587,SAN JUAN HOSPITAL,J,817 Nevada Drive Northeast,Palm Bay,FL,32907,28.018582,-80.64569399999999
5588,CENTRAL LOUISIANA SURGICAL HOSPITAL,V,105 French Run Road,Savannah,GA,31404,32.059471,-81.040477
5589,"MERCY HEALTH PARTNERS, HACKLEY CAMPUS",V,488 Mill Road,Hartford,VT,05001,43.658581,-72.33954770000001
5590,JOHN C STENNIS MEMORIAL HOSPITAL,J,40902 Ingersoll Terrace,Fremont,CA,94538,37.537485,-121.9558629
5591,WATAUGA MEDICAL CENTER,Z,954 Dowler Drive,Eureka,CA,95501,40.7999306,-124.1449823
5592,METHODIST WILLOWBROOK HOSPITAL,U,8467 Chase Drive,Arvada,CO,80003,39.851766,-105.071498
5593,WINDHAM COMM MEM HOSP & HATCH HOSP,U,6925 Lariat Lane,Castro Valley,CA,94552,37.7157257,-122.0270913
5594,BANNER HEART HOSPITAL,H,4136 East Virginia Lane,Montgomery,AL,36116,32.295998,-86.22073999999999
5595,MEMORIAL HOSPITAL OF CARBONDALE,U,66 Bradford Road,Braintree,MA,02184,42.17711,-71.010283
5596,MEMORIAL HOSPITAL OF RHODE ISLAND,L,404 Dewey Street,Woodford,VT,05201,42.868576,-73.20618
5597,UNITED REGIONAL MEDICAL CENTER,O,2113 Bowen Drive,Montgomery,AL,36106,32.3487983,-86.24910760000002
5598,MAYO CLINIC HEALTH SYSTEM - FAIRMONT,M,6717 North 59th Avenue,Glendale,AZ,85301,33.5357556,-112.1857265
5599,WILLAPA HARBOR HOSPITAL,U,4255 Tanager Common,Fremont,CA,94555,37.5738888,-122.0460256
5600,THE MEDICAL CENTER AT FRANKLIN,Q,13360 West 83rd Place,Arvada,CO,80005,39.8472684,-105.1496416
5601,ST VINCENT INFIRMARY MEDICAL CENTER,W,2620 West 33rd Avenue,Anchorage,AK,99517,61.19027800000001,-149.9339819
5602,GETTYSBURG HOSPITAL,O,10222 Pine Glen Circle,Louisville,KY,40291,38.127418,-85.582233
5603,CUERO COMMUNITY HOSPITAL,R,1100 West Bowen Boulevard,Fayetteville,AR,72703,36.105624,-94.00801
5604,ST JAMES MERCY HOSPITAL,D,6081 Jay Street,Arvada,CO,80003,39.8070279,-105.064621
5605,SPARTANBURG REGIONAL MEDICAL CENTER,A,2317 Fernwood Drive,Nashville,TN,37216,36.20627899999999,-86.712266
5606,CANTON-POTSDAM HOSPITAL,C,16 Pine Hill Street,Manchester,CT,06042,41.791086,-72.52382
5607,MULTICARE GOOD SAMARITAN HOSPITAL,L,2555 West 69th Court,Anchorage,AK,99502,61.158468,-149.933297
5608,CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL,F,2522 South College Drive,Fayetteville,AR,72701,36.036231,-94.15833099999999
5609,NORTHWEST TEXAS HOSPITAL,H,4510 Eastern Avenue Northeast,Washington,DC,20018,38.944641,-76.976466
5610,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINES,E,126 Sunshine Road,Savannah,GA,31405,32.059784,-81.202271
5611,UHHS BEDFORD MEDICAL CENTER,X,2849 Leawood Drive,Anchorage,AK,99502,61.135811,-149.931734
5612,CARROLL COUNTY MEMORIAL HOSPITAL,K,60 Willow Lakes Drive,Savannah,GA,31419,32.049352,-81.25539599999999
5613,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,O,14854 Bay View Circle,Panama City Beach,FL,32413,30.2931681,-85.8580899
5614,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,X,4200 Northwest 59th Street,Oklahoma City,OK,73112,35.53076,-97.59467099999999
5615,BATES COUNTY MEMORIAL HOSPITAL,C,2622 Martin Luther King Junior Boulevard,Fayetteville,AR,72704,36.053922,-94.1973008
5616,SAINT JOSEPH HOSPITAL LONDON,B,17794 West 77th Lane,Arvada,CO,80007,39.8378908,-105.2002763
5617,CURRY GENERAL HOSPITAL,C,21 Soling Avenue,Savannah,GA,31419,32.0376484,-81.2540562
5618,BOONEVILLE COMMUNITY HOSPITAL,G,386 Pratt Road,,VT,05033,43.9667699,-72.122581
