id,name,speciality,address,city,state,zip,lat,lng
2629,FAIRVIEW RED WING HOSPITAL,K,9399 Yucca Way,Arvada,CO,80007,39.8666498,-105.2064653
2630,FORT HEALTHCARE,Q,565 North Lakeshore Drive,Panama City Beach,FL,32413,30.246868,-85.918511
2631,UNIVERSITY HOSPITAL ( STONY BROOK ),Z,1900 West Virginia Avenue Northeast,Washington,DC,20002,38.9114897,-76.9847941
2632,VA EASTERN KANSAS HEALTHCARE SYSTEM,X,4936 Sequoia Avenue,Dublin,CA,94568,37.711885,-121.884051
2633,CLARK MEMORIAL HOSPITAL,X,6342 West Wheeler Road,Fayetteville,AR,72704,36.108871,-94.251505
2634,SAINT MARY'S HEALTH CARE,B,2223 North Fernwood Court,Savannah,GA,31404,32.029307,-81.06297099999999
2635,DOCTORS HOSPITAL OF LAREDO,G,539 Palermo Road,Panama City,FL,32405,30.21889,-85.66890699999999
2636,LAKEVIEW MED CENTER,Q,18117 Muldrow Street,Anchorage,AK,99577,61.3467503,-149.5424284
2637,FAIRVIEW HOSPITAL,O,123 Blossom Road,Westport,MA,02790,41.68531,-71.0961337
2638,PAUL OLIVER MEMORIAL HOSPITAL,F,138 Bolton Street,Manchester,CT,06040,41.78313,-72.53699800000001
2639,WALLACE THOMSON HOSPITAL,R,2375 South School Avenue,Fayetteville,AR,72701,36.0379544,-94.1675838
2640,PERRY MEMORIAL HOSPITAL,B,3024 24th Street Northeast,Washington,DC,20018,38.9286326,-76.97236509999999
2641,SAUK PRAIRIE MEM HSPTL,F,1635 Generals Highway,Annapolis,MD,21401,39.0139641,-76.5724717
2642,CAROLINAS MEDICAL CENTER-NORTHEAST,Z,1265 Southeast 23rd Terrace,Oklahoma City,OK,73129,35.4419581,-97.4871617
2643,NORTHERN DUTCHESS HOSPITAL,M,115 Falkirk Street,Savannah,GA,31407,32.148764,-81.167458
2644,BUCHANAN GENERAL HOSPITAL,O,463 Pecan Tree Drive,Montgomery,AL,36109,32.395855,-86.216154
2645,DEFIANCE REGIONAL MEDICAL CENTER,T,5114 Greentree Drive,Nashville,TN,37211,36.0618539,-86.738508
2646,JERSEY COMMUNITY HOSPITAL,N,2716 30th Street Southeast,Washington,DC,20020,38.855798,-76.96482499999999
2647,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,E,15509 East 7th Circle,Aurora,CO,80011,39.728358,-104.807559
2648,HENDRICKS REGIONAL HEALTH,B,6286 West Louise Drive,Glendale,AZ,85310,33.68332,-112.193544
2649,INTEGRIS CANADIAN VALLEY  HOSPITAL,F,65 Clark Street,Newton,MA,02459,42.321396,-71.1995577
2650,UNIVERSITY HOSPITAL AND MEDICAL CENTER,Q,9399 Yucca Way,Arvada,CO,80007,39.8666498,-105.2064653
2651,W W HASTINGS INDIAN HOSPITAL,P,5615 West Acoma Drive,Glendale,AZ,85306,33.6166852,-112.1809842
2652,CHADRON COMMUNITY HOSPITAL AND HEALTH SERVICES,M,1709 Queensbury Road,Moore,OK,73160,35.3546959,-97.507938
2653,ANGEL MEDICAL CENTER,X,3500 15th Street Northeast,Washington,DC,20017,38.93311000000001,-76.98485699999999
2654,ATLANTA MEMORIAL HOSPITAL,X,55 Armory Street,Quincy,MA,02169,42.2603503,-71.005144
2655,TOPPENISH COMMUNITY HOSPITAL,B,905 C Street Northeast,Washington,DC,20002,38.893361,-76.993438
2656,LECONTE MEDICAL CENTER,U,9827 Davenport Avenue,Youngstown,FL,32466,30.326868,-85.457939
2657,WILCOX MEMORIAL HOSPITAL,C,1528 Stafford Avenue,Hayward,CA,94541,37.680081,-122.074569
2658,NORTHERN ROCKIES MEDICAL CENTER,D,1117 Everett Avenue,Louisville,KY,40204,38.239723,-85.717075
2659,"HOSPITAL PAVIA HATO REY, INC",U,449 Saratoga Lane,Montgomery,AL,36117,32.3749619,-86.19708399999999
2660,BUTLER MEMORIAL HOSPITAL,X,175 Oak Street,Manchester,CT,06040,41.7700323,-72.512125
2661,ASHLEY MEDICAL CENTER,E,6366 West Aurora Drive,Glendale,AZ,85308,33.679912,-112.196732
2662,WHITE COUNTY MEDICAL CENTER,J,11012 Eagles Cove Drive,Louisville,KY,40241,38.306841,-85.54619
2663,PROVIDENCE ST JOSEPH MEDICAL CENTER,K,2098 Lower Newton Street,Saint Albans City,VT,05478,44.843051,-73.106488
2664,COPPER QUEEN COMMUNITY HOSPITAL,F,310 West Trinity Lane,Nashville,TN,37207,36.206447,-86.78049899999999
2665,HANCOCK MEDICAL CENTER,L,10 Skyline Way,Hartford,VT,05001,43.6664654,-72.32172
2666,CRITTENDEN MEMORIAL HOSPITAL,M,2802 US Highway 98,Mexico Beach,FL,32456,29.9474344,-85.4170788
2667,PERSHING MEMORIAL HOSPITAL,H,6800 West Bell Road,Glendale,AZ,85308,33.638637,-112.2056183
2668,HOSPITAL ORIENTE,T,10980 Splendor Loop,Anchorage,AK,99577,61.319069,-149.563601
2669,KING'S DAUGHTERS MEDICAL CENTER-BROOKHAVEN,V,3827 West Chapman Avenue,Orange,CA,92868,33.789253,-117.894846
2670,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),N,95 Woods Hill Road,,VT,05488,44.897682,-73.0753299
2671,INGALLS MEMORIAL HOSPITAL,X,5110 East Shoshone Avenue,Orange,CA,92867,33.814782,-117.798075
2672,HOSPITAL HERMANOS MELENDEZ INC,O,3118 Sora Avenue,Louisville,KY,40213,38.208849,-85.724113
2673,BEARTOOTH BILLINGS CLINIC,D,27 Cabbage Crossing,Savannah,GA,31411,31.92361,-81.06622899999999
2674,APPLETON MUNICIPAL HOSPITAL,X,10819 Bluegrass Parkway,Jeffersontown,KY,40299,38.2217085,-85.5551964
2675,SANTA FE PHS INDIAN HOSPITAL,T,531 Bobbin Mill Road,Lunenburg,VT,05906,44.476506,-71.6772529
2676,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",G,2076 North Crossover Road,Fayetteville,AR,72703,36.0890802,-94.12149649999999
2677,UNIVERSITY HEALTH SYSTEM,G,615 Q Street Northwest,Washington,DC,20001,38.9113118,-77.0206808
2678,TEXAS INSTITUTE FOR SURGERY AT PRESBYTERIAN HOSPIT,N,9306 Taylorsville Road,Louisville,KY,40299,38.2093963,-85.5856142
2679,ALBANY AREA HOSPITAL,Q,2436 Naples Avenue,Panama City,FL,32405,30.192737,-85.609005
2680,CHESTER RIVER HOSPITAL CENTER,G,11522 Country Spring Court,Cupertino,CA,95014,37.3004559,-122.049009
2681,GRAHAM HOSPITAL ASSOCIATION,C,203 East Gwinnett Street,Savannah,GA,31401,32.06637,-81.093895
2682,RHEA MEDICAL CENTER,D,537 East Waldburg Street,Savannah,GA,31401,32.0638156,-81.09003910000001
2683,JENKINS COUNTY HOSPITAL,Y,45 Parsons Avenue,Saint Albans City,VT,05478,44.79305600000001,-73.086777
2684,JOHNS HOPKINS BAYVIEW MEDICAL CENTER,N,29 East Avenue,Colchester,VT,05446,44.551498,-73.161736
2685,SIBLEY MEMORIAL HOSPITAL,V,3111 Gentilly Court,Montgomery,AL,36116,32.3147949,-86.24347399999999
2686,METHODIST HOSPITALS INC,W,1255 U.S. Route 5 North,Windsor,VT,05089,43.50444,-72.397761
2687,SOLDIERS AND SAILORS MEMORIAL HOSPITAL,F,2212 Greenville Street,Montgomery,AL,36107,32.3767039,-86.275049
2688,ST FRANCIS HOSPITAL,P,627 Emerson Street Northwest,Washington,DC,20011,38.950225,-77.0212169
2689,GARDEN CITY HOSPITAL,Q,722 13th Street Northeast,Washington,DC,20002,38.899741,-76.98857799999999
2690,CONWAY REGIONAL MEDICAL CENTER,O,330 Michell Court,Livermore,CA,94551,37.690035,-121.759468
2691,KELL WEST REGIONAL HOSPITAL,M,2285 Wold Run Drive,Fayetteville,AR,72704,36.0992725,-94.19149589999999
2692,SSM ST JOSEPH HEALTH CENTER,Y,1823 Dinger Road,Annapolis,MD,21402,38.9846907,-76.4705276
2693,MANATI MEDICAL CENTER DR OTERO LOPEZ,H,4821 Milner Drive,Nashville,TN,37211,36.074775,-86.733907
2694,MEMORIAL HOSPITAL,T,22572 Toreador Drive,Salinas,CA,93908,36.602449,-121.699071
2695,DOCTORS HOSPITAL,Q,1405 Tolkien Drive,Conway,AR,72034,35.0991829,-92.517619
2696,BELMOND MEDICAL CENTER,S,2417 Becker Place,Del City,OK,73115,35.439682,-97.453451
2697,MIRIAM HOSPITAL,U,7034 West John Garrison Road,Fayetteville,AR,72704,36.107097,-94.2619139
2698,PALO VERDE HOSPITAL,C,7144 Marlborough Terrace,Berkeley,CA,94705,37.8619142,-122.2237384
2699,CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,Y,7400 West Arrowhead Clubhouse Drive,Glendale,AZ,85308,33.66589,-112.217955
2700,LAWRENCE COUNTY HOSPITAL CAH,Q,55 Armory Street,Quincy,MA,02169,42.2603503,-71.005144
2701,PROVIDENCE SAINT JOSEPH MEDICAL CTR,J,5011 West New World Drive,Glendale,AZ,85302,33.566608,-112.16661
2702,RUSSELL COUNTY MEDICAL CENTER,U,5721 Frank Hough Road,Panama City,FL,32404,30.23643,-85.559361
2703,PROVIDENCE HOSPITAL,J,618 Watts Street,Montgomery,AL,36104,32.37152700000001,-86.294285
2704,UNIVERSITY OF VIRGINIA MEDICAL CENTER,A,2375 Main Street,Palmer,MA,01069,42.2108564,-72.2448332
2705,RANSOM MEMORIAL HOSPITAL,Y,1234 Carmel Street,Madera,CA,93638,36.949941,-120.043739
2706,ST JOSEPH'S HOSPITAL,A,133 White Cap Way,Panama City Beach,FL,32407,30.192765,-85.81634299999999
2707,OCONEE MEDICAL CENTER,Z,5529 East Saddleridge Drive,Fayetteville,AR,72703,36.113929,-94.080563
2708,GWINNETT MEDICAL CENTER,U,3 Carson Street,Chico,CA,95928,39.725125,-121.796593
2709,RAY COUNTY MEMORIAL HOSPITAL,G,4039 Pipeline Road,Panama City,FL,32404,30.222002,-85.591729
2710,TENNOVA HEALTHCARE-JEFFERSON MEMORIAL HOSPITAL,U,12420 West Montebello Avenue,Litchfield Park,AZ,85340,33.519491,-112.32613
2711,"MERCY HEALTH CENTER, INC",Y,8347 Ames Way,Arvada,CO,80003,39.848264,-105.055291
2712,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,N,219 Bidwell Street,Manchester,CT,06040,41.761322,-72.5498278
2713,BOONE COUNTY HEALTH CENTER,B,11 Water Street,Holbrook,MA,02343,42.1550815,-71.0237559
2714,ST MARY'S MEDICAL CENTER,T,328 17th Street,Paso Robles,CA,93446,35.629985,-120.702516
2715,GRAHAM HOSPITAL ASSOCIATION,E,7321 Mary Jo Avenue,Panama City,FL,32409,30.2836162,-85.632155
2716,EASTERN OKLAHOMA MEDICAL CENTER,T,324 East Drive,Montgomery,AL,36113,32.3816269,-86.3357293
2717,OKLAHOMA CENTER FOR ORTHOPAEDIC & MULTI-SP,X,8841 Tempest Circle,Anchorage,AK,99507,61.1404067,-149.8122451
2718,EAST TEXAS MEDICAL CENTER,M,11256 Palos Verdes Court,Cupertino,CA,95014,37.3044458,-122.0529017
2719,SUMNER REGIONAL MEDICAL CENTER,W,3014 R Street Northwest,Washington,DC,20007,38.9126262,-77.0598354
2720,"HOSPITAL PAVIA HATO REY, INC",X,28250 Dickens Avenue,Hayward,CA,94544,37.626108,-122.072898
2721,LONG BEACH MEMORIAL MEDICAL CENTER,J,604 Northwest 118th Street,Oklahoma City,OK,73114,35.5902559,-97.523444
2722,TAKOMA REGIONAL HOSPITAL,K,3959 Fairlands Drive,Pleasanton,CA,94588,37.6992001,-121.8703701
2723,OCONEE MEDICAL CENTER,T,6862 North 44th Avenue,Glendale,AZ,85301,33.537433,-112.153749
2724,MORROW COUNTY HOSPITAL,U,141 West Leslie Lane,Panama City Beach,FL,32407,30.184254,-85.813002
2725,CHILTON HOSPITAL,F,1516 Buchanan Street Northwest,Washington,DC,20011,38.945858,-77.03528399999999
2726,"ROME MEMORIAL HOSPITAL, INC",V,712 Parkside Place Northeast,Washington,DC,20019,38.90056149999999,-76.94897189999999
2727,FRYE REGIONAL MEDICAL CENTER,U,6221 West Wethersfield Road,Glendale,AZ,85304,33.596597,-112.192735
2728,HEMPHILL COUNTY HOSPITAL,L,597 East Miracle Drive,Fayetteville,AR,72701,36.0555897,-94.1515869
2729,MATAGORDA REGIONAL MEDICAL CENTER,U,2305 Ranchland Drive,Savannah,GA,31404,32.026112,-81.0755779
2730,KAISER FOUNDATION HOSPITAL MANTECA,I,631 West 32nd Avenue,Anchorage,AK,99503,61.1916972,-149.8957374
2731,INTEGRIS BAPTIST REG HEALTH CENTER,N,1156 Greenhill Road,Arnold,MD,21012,39.052169,-76.48806499999999
2732,NATCHITOCHES REGIONAL MEDICAL CENTER,L,5526 Thalman Drive,Brentwood,TN,37027,36.044282,-86.748932
2733,KEOKUK COUNTY HEALTH CENTER,B,52 Oleary Drive,Manchester,CT,06040,41.7716925,-72.5521002
2734,PAULDING COUNTY HOSPITAL,W,1213 Michigan Avenue,Lynn Haven,FL,32444,30.239862,-85.6460929
2735,SUNNYSIDE COMMUNITY HOSPITAL,Z,2829 31st Street Northwest,Washington,DC,20008,38.9273118,-77.0609791
2736,JENNINGS AMERICAN LEGION HOSPITAL,X,3617 Menlo Court,Montgomery,AL,36116,32.307397,-86.26001099999999
2737,WHITE MOUNTAIN REGIONAL MEDICAL CENTER,Y,270 Tampa Drive,Nashville,TN,37211,36.0834724,-86.71200139999999
2738,WHITESBURG ARH HOSPITAL,P,8064 Claytie Circle,Nashville,TN,37221,36.06466899999999,-86.976433
2739,ST MARY MERCY HOSPITAL,J,2139 Glynnwood Drive,Savannah,GA,31404,32.021538,-81.06860999999999
2740,LAKE CHARLES MEMORIAL HOSPITAL,A,5156 South Dakota Avenue Northeast,Washington,DC,20017,38.951731,-76.996095
2741,COLISEUM MEDICAL CENTER,H,135 Northshore Drive,Burlington,VT,05408,44.516013,-73.268123
2742,PLAINS MEMORIAL HOSPITAL,V,80 South Main Street,Randolph,MA,02368,42.15989,-71.0426524
2743,SALEM HOSPITAL,A,33 Linscott Road,Hingham,MA,02043,42.2257391,-70.8828675
2744,CRAIG GENERAL HOSPITAL,S,81 Lyness Street,Manchester,CT,06040,41.76787789999999,-72.5443361
2745,OVERLAND PARK REG MED CTR,D,129 Grant Street,Redlands,CA,92373,34.0529643,-117.1847245
2746,MAINE MEDICAL CENTER,F,1637 Delphil Street,Pueblo,CO,81006,38.225753,-104.547695
2747,BROADLAWNS MEDICAL CENTER,D,103 Razz Way,Panama City Beach,FL,32408,30.1630794,-85.7679105
2748,BRYANLGH MEDICAL CENTER,O,29 East Avenue,Colchester,VT,05446,44.551498,-73.161736
2749,PALM SPRINGS GENERAL HOSPITAL,N,882 Plantation Way,Montgomery,AL,36117,32.400186,-86.20771099999999
2750,CITIZENS BAPTIST MEDICAL CENTER,N,8041 Elton Street,Glen Burnie,MD,21060,39.1703882,-76.5688875
2751,PORTAGE HEALTH HOSPITAL,O,6950 Reno Drive,Arvada,CO,80002,39.7974819,-105.075046
2752,ORLANDO HEALTH,H,1622 Edgar D Nixon Avenue,Montgomery,AL,36104,32.356384,-86.3128909
2753,MEYERSDALE COMMUNITY HOSPITAL,D,2713 Mitscher Road,Washington,DC,20373,38.85952229999999,-77.00599009999999
2754,JACKSON HOSPITAL & CLINIC INC,C,172 Alburg Springs Road,Alburgh,VT,05440,44.995827,-73.2201539
2755,PLATEAU MEDICAL CENTER,I,5311 Chenoweth Park Lane,Louisville,KY,40291,38.168051,-85.571491
2756,HARRISON COMMUNITY HOSPITAL,Y,162 South Main Street,Stowe,VT,05672,44.464428,-72.69002499999999
2757,CRISP REGIONAL HOSPITAL,I,7998 Chase Circle,Arvada,CO,80003,39.841232,-105.057933
2758,MERCY HOSPITAL,X,7541 Florence Circle,Anchorage,AK,99507,61.15228200000001,-149.8198583
2759,WAHIAWA GENERAL HOSPITAL,B,2522 Fountain Avenue,South Lake Tahoe,CA,96150,38.918128,-119.98002
2760,ST MARY MEDICAL CENTER INC,F,3905 Lyceum Avenue,Los Angeles,CA,90066,33.9967467,-118.440265
2761,WASHINGTON DC VA MEDICAL CENTER,I,715 36.1 Road,Palisade,CO,81526,39.108376,-108.383924
2762,CYPRESS FAIRBANKS MEDICAL CENTER,X,18713 Shilstone Way,Edmond,OK,73012,35.6618776,-97.53426999999999
2763,SAINT ROSE DOMINICAN HOSPITAL - SAN MARTIN CAMPUS,K,2300 Deer Path Circle,Hurstbourne Acres,KY,40220,38.2187876,-85.59292239999999
2764,LOS ANGELES METROPOLITAN MEDICAL CTR,P,7405 River Park Drive,Nashville,TN,37221,36.0581729,-86.974773
2765,OKLAHOMA SPINE HOSPITAL,J,901 North Lincoln Boulevard,Oklahoma City,OK,73104,35.4766936,-97.50385539999999
2766,GRAND RIVER MEDICAL CENTER,I,4050 Lake Otis Parkway,Anchorage,AK,99508,61.18408040000001,-149.8382083
2767,KAISER FOUNDATION HOSPITAL - FRESNO,O,9134 Brook Park Drive,Montgomery,AL,36117,32.3076534,-86.1451185
2768,PHYSICIANS' HOSPITAL IN ANADARKO,I,2121 Stepping Stone Trail,Edmond,OK,73013,35.6315432,-97.51250619999999
2769,VIDANT PUNGO HOSPITAL,J,302 Depot Road,Boxborough,MA,01719,42.5013,-71.49441
2770,JOHN DEMPSEY HOSPITAL,J,2205 Lindell Avenue,Nashville,TN,37204,36.1307367,-86.7746985
2771,FAULKNER HOSPITAL,U,141 Parker Road,Pittsford,VT,05763,43.689358,-72.991669
2772,UAMS MEDICAL CENTER,H,8117 Mountain View Circle,Pasadena,MD,21122,39.13326199999999,-76.56738299999999
2773,FAIRVIEW NORTHLAND REGIONAL HOSPITAL,U,3114 West 20th Court,Panama City,FL,32405,30.185421,-85.70474399999999
2774,IBERIA REHABILITATION HOSPITAL,B,8221 Surf Drive,Panama City,FL,32408,30.1630986,-85.7845665
2775,PARKLAND HEALTH CENTER,T,6373 West Golden Lane,Glendale,AZ,85302,33.5652702,-112.1968756
2776,DANIELS MEMORIAL HOSPITAL,P,86 Russell Street,Manchester,CT,06040,41.77985700000001,-72.525724
2777,"JEWISH HOSPITAL, LLC",D,12283 Thomas Lane,Yucaipa,CA,92399,34.030566,-117.089117
2778,MENLO PARK SURGICAL HOSPITAL,X,25 Morton Street,Quincy,MA,02169,42.24450900000001,-71.021176
2779,DUKE UNIVERSITY HOSPITAL,K,2619 North Quality Lane,Fayetteville,AR,72703,36.09925399999999,-94.164274
2780,EAST LOS ANGELES DOCTORS HOSPITAL,L,3821 Southwest 25th Street,Oklahoma City,OK,73108,35.4400509,-97.58666900000001
2781,WESTCHESTER GENERAL HOSPITAL,A,12 Winter Street,Manchester,CT,06040,41.773192,-72.525779
2782,HOSPITAL SAN CRISTOBAL,U,829 Main Street,Manchester,CT,06040,41.7706776,-72.5209167
2783,DOMINICAN HOSPITAL,B,2641 Heather Lane,Redding,CA,96002,40.5690835,-122.3433244
2784,SURGICAL INSTITUTE OF READING,T,56 Concord Road,Manchester,CT,06042,41.8147049,-72.522443
2785,PHOEBE SUMTER MEDICAL CENTER,Q,7192 West Topeka Drive,Glendale,AZ,85308,33.6583238,-112.2149837
2786,WRANGELL MEDICAL CENTER,C,16133 Hillsborough Boulevard,Port Charlotte,FL,33954,27.0328058,-82.1845786
2787,LEWIS AND CLARK SPECIALTY HOSPITAL,Y,122 Summer Street,Medford,MA,02155,42.415648,-71.116886
2788,ST MARY'S HOSPITAL AT AMSTERDAM,O,8 Chestnut Street,Winchester,MA,01890,42.4448326,-71.133139
2789,MAUI MEMORIAL MEDICAL CENTER,M,1439 2nd Street,Panama City,FL,32409,30.291842,-85.651057
2790,JACK HUGHSTON MEMORIAL HOSPITAL,P,405 Savannah Park Way,Panama City Beach,FL,32407,30.2004357,-85.83470299999999
2791,NORTHEAST ALABAMA REGIONAL MED CENTER,G,2685 California Street,Mountain View,CA,94040,37.4068693,-122.1129728
2792,THE ORTHOPEDIC SPECIALTY HOSPITAL,C,31353 Santa Elena Way,Union City,CA,94587,37.593981,-122.059762
2793,SUTTER AMADOR HOSPITAL,M,971 Zenith Loop,Fayetteville,AR,72701,36.0534072,-94.1751687
2794,NEW HORIZONS MEDICAL CENTER,Q,11843 North 60th Avenue,Glendale,AZ,85304,33.594584,-112.188319
2795,JOHN C STENNIS MEMORIAL HOSPITAL,K,63 Summit Street,Manchester,CT,06040,41.7786898,-72.51908829999999
2796,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,A,32 Country Club Boulevard,Dartmouth,MA,02747,41.621102,-70.98676600000002
2797,KOOTENAI MEDICAL CENTER,A,247 Summit Street,Manchester,CT,06042,41.7853084,-72.5197057
2798,PERRY HOSPITAL,W,1427 South Carolina Avenue Southeast,Washington,DC,20003,38.886615,-76.9845349
2799,BRIGHAM CITY COMMUNITY HOSPITAL,U,61 Hills Street,Manchester,CT,06040,41.74381200000001,-72.57135
2800,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,C,10222 Pine Glen Circle,Louisville,KY,40291,38.127418,-85.582233
2801,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,Y,6013 Cherry Hill Road,Montgomery,AL,36116,32.3074583,-86.22554389999999
2802,ALLEN COMMUNITY HOSPITAL,R,6420 Via Baron,Rancho Palos Verdes,CA,90275,33.741162,-118.390767
2803,WELLMONT LONESOME PINE HOSPITAL,H,2729 East 14th Street,Panama City,FL,32401,30.173293,-85.623364
2804,VIDANT ROANOKE CHOWAN HOSPITAL,I,8442 Everett Way,Arvada,CO,80005,39.850942,-105.096599
2805,VERDUGO HILLS HOSPITAL,X,707 Pinkston Street,Montgomery,AL,36109,32.3947337,-86.2236621
2806,GRAND JUNCTION VA MEDICAL CENTER,O,605 Main Street,Watertown,MA,02472,42.373378,-71.202116
2807,LAS PALMAS MEDICAL CENTER,V,200 Pheasant Avenue,Louisville,KY,40118,38.1134628,-85.76321279999999
2808,ST FRANCIS MEDICAL CENTER,V,142 Ash Drive,Montgomery,AL,36117,32.3629729,-86.0507669
2809,RIVER FALLS AREA HSPTL,M,184 Woodland Street,Manchester,CT,06042,41.789232,-72.533294
2810,MERCY HEALTH LOVE COUNTY,V,4709 Blagden Terrace Northwest,Washington,DC,20011,38.9481213,-77.0401892
2811,GREENWOOD COUNTY HOSPITAL,X,9 Thomas Street,Ashland,MA,01721,42.2674218,-71.4978718
2812,WASHINGTON REGIONAL MED CTR AT NORTH HILLS,T,328 South Ranchwood Manor Drive,Oklahoma City,OK,73139,35.3685432,-97.5194117
2813,MOUNT ST MARY'S HOSPITAL AND  HEALTH CENTER,L,1109 East Glenn Lane,Fayetteville,AR,72703,36.104455,-94.142729
2814,PARIS COMMUNITY HOSPITAL,J,8351 Forest Drive,Pasadena,MD,21122,39.11196899999999,-76.476592
2815,DOCTORS HOSPITAL OF NELSONVILLE,G,44 Campfield Road,Manchester,CT,06040,41.768442,-72.540232
2816,SETON MEDICAL CENTER HAYS,C,1729 Frankford Street Southeast,Washington,DC,20020,38.855963,-76.979539
2817,MERCY HOSPITAL WASHINGTON,C,101 Mustang Drive,San Luis Obispo,CA,93405,35.294785,-120.66573
2818,"UNIVERSITY OF MINNESOTA  MEDICAL CENTER, FAIRVIEW",A,3325 Dix Street Northeast,Washington,DC,20019,38.8945796,-76.95866029999999
2819,MONROE COMMUNITY HOSPITAL,C,2 Ellenwood Street,Barre,VT,05641,44.161667,-72.51102399999999
2820,GARDEN COUNTY HEALTH SERVICES,R,10654 North 60th Avenue,Glendale,AZ,85304,33.5833933,-112.189887
2821,ST LUKES MEDICAL CENTER,J,816 West 19th Avenue,Anchorage,AK,99503,61.203221,-149.898655
2822,COMMUNITY-GENERAL HOSPITAL OF GREATER SYRACUSE,T,1460 Berger Street,Odenton,MD,21113,39.095935,-76.71678299999999
2823,NORTON COMMUNITY HOSPITAL,I,8772 West 79th Avenue,Arvada,CO,80005,39.840584,-105.095834
2824,CRITTENTON HOSPITAL MEDICAL CENTER,U,194 North Main Street,Webster,MA,01570,42.0622129,-71.8779105
2825,PHOEBE SUMTER MEDICAL CENTER,L,5685 Express Drive,Montgomery,AL,36116,32.31678670000001,-86.22460559999999
2826,ASSUMPTION COMMUNITY HOSPITAL,S,66 Ocala Drive,Nashville,TN,37013,36.052152,-86.688237
2827,SOUTHEASTERN REGIONAL MEDICAL CENTER,I,7737 Wynlakes Boulevard,Montgomery,AL,36117,32.348508,-86.14822099999999
2828,ENNIS REGIONAL MEDICAL CENTER,F,1 Portsmouth Road,Piedmont,CA,94610,37.816922,-122.235478
2829,IU HEALTH GOSHEN HOSPITAL,D,421 1/2 6th Street Southeast,Washington,DC,20003,38.88354700000001,-76.998734
2830,COLEMAN COUNTY MEDICAL CENTER,B,2811 Mechanics Avenue,Savannah,GA,31404,32.032891,-81.05487699999999
2831,DOCTORS HOSPITAL OF NELSONVILLE,S,2 Spencer Street,Lexington,MA,02420,42.432515,-71.206915
2832,ELLSWORTH COUNTY MEDICAL CENTER,A,5125 North 58th Avenue,Glendale,AZ,85301,33.5125581,-112.1828849
2833,GLENDIVE MEDICAL CENTER,C,311 South Panama Street,Montgomery,AL,36107,32.376833,-86.27416099999999
2834,APPLING HOSPITAL,Y,15 Mystic Avenue,Medford,MA,02155,42.4144021,-71.10972699999999
2835,OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT),N,212 Ambleside Drive,Severna Park,MD,21146,39.097022,-76.55617699999999
2836,ROPER HOSPITAL,W,2057 Lucas Street,Montgomery,AL,36107,32.3934472,-86.2766814
2837,GROVER C DILS MEDICAL CENTER,B,1364 Capri Drive,Panama City,FL,32405,30.2207276,-85.6808795
2838,JOHN DEMPSEY HOSPITAL,O,1803 Hickory Avenue,Panama City,FL,32405,30.181445,-85.69749999999999
2839,JEFFERSON COUNTY MEMORIAL HOSPITAL,Y,8821 West Myrtle Avenue,Glendale,AZ,85305,33.5404296,-112.2488391
2840,NORTHERN NEVADA MEDICAL CENTER,N,1010 10th Street Northeast,Washington,DC,20002,38.902992,-76.992882
2841,MUSKOGEE COMMUNITY HOSPITAL,S,2 Green Street,Underhill,VT,05489,44.5070267,-72.90083849999999
2842,KADLEC REGIONAL MEDICAL CENTER,Y,1806 Boscobel Street,Nashville,TN,37206,36.170799,-86.73835299999999
2843,MOREHOUSE GENERAL HOSPITAL,H,1828 East Parkshore Drive,Fayetteville,AR,72703,36.1221011,-94.1343385
2844,ST CLAIRE REGIONAL MEDICAL CENTER,U,1838 Crofton Parkway,Crofton,MD,21114,38.9983069,-76.67975299999999
2845,MARK REED HOSPITAL & HEALTHCARE CLINIC,X,4822 Piney Branch Road Northwest,Washington,DC,20011,38.949121,-77.03550899999999
2846,ALLEGHANY COUNTY MEMORIAL HOSPITAL,U,4924 West 65th Avenue,Arvada,CO,80003,39.8146604,-105.050343
2847,LUCAS COUNTY HEALTH CENTER,R,9306 Taylorsville Road,Louisville,KY,40299,38.2093963,-85.5856142
2848,"THE FAUQUIER HOSPITAL, INC",A,4439 Gale Street,Livermore,CA,94550,37.690199,-121.7411119
2849,BALDWIN AREA MED CTR,D,10124 Watsonville Road,Louisville,KY,40272,38.105204,-85.820047
2850,CHEBOYGAN MEMORIAL HOSPITAL,R,1405 Monroe Street Northeast,Washington,DC,20017,38.93258,-76.98579699999999
2851,CHINESE HOSPITAL,E,4214 Ashleywood Court,Louisville,KY,40241,38.30509,-85.610241
2852,HOSPITAL OF UNIV OF PENNSYLVANIA,J,908 Lodge Hill Road,Louisville,KY,40223,38.259123,-85.55744899999999
2853,SAMUEL MAHELONA MEMORIAL HOSPITAL,W,325 East 7th Street,Edmond,OK,73034,35.6480391,-97.47550249999999
